subjectIx,t_d,p_respond
0,-0.7070760901220053,0.08333333333333333
0,-0.35353804506100267,0.041666666666666664
0,0,0.16666666666666666
0,0.35353804506100256,0.5
0,0.7070760901220053,0.875
1,-0.7070760901220053,0
1,-0.35353804506100267,0
1,0,0.08333333333333333
1,0.35353804506100256,0.4583333333333333
1,0.7070760901220053,0.7916666666666666
2,-0.7070760901220053,0
2,-0.35353804506100267,0
2,0,0.125
2,0.35353804506100256,0.5416666666666666
2,0.7070760901220053,0.7916666666666666
3,-0.7070760901220053,0.041666666666666664
3,-0.35353804506100267,0.041666666666666664
3,0,0.20833333333333334
3,0.35353804506100256,0.7916666666666666
3,0.7070760901220053,0.9166666666666666
5,-0.7070760901220053,0
5,-0.35353804506100267,0.041666666666666664
5,0,0.20833333333333334
5,0.35353804506100256,0.6666666666666666
5,0.7070760901220053,0.9583333333333334
6,-0.7070760901220053,0
6,-0.35353804506100267,0
6,0,0.3333333333333333
6,0.35353804506100256,0.6666666666666666
6,0.7070760901220053,1
8,-0.7070760901220053,0
8,-0.35353804506100267,0.08333333333333333
8,0,0.375
8,0.35353804506100256,0.5833333333333334
8,0.7070760901220053,0.875
10,-0.7070760901220053,0.041666666666666664
10,-0.35353804506100267,0.08333333333333333
10,0,0.20833333333333334
10,0.35353804506100256,0.6666666666666666
10,0.7070760901220053,0.9583333333333334
11,-0.7070760901220053,0
11,-0.35353804506100267,0.08333333333333333
11,0,0.16666666666666666
11,0.35353804506100256,0.75
11,0.7070760901220053,1
12,-0.7070760901220053,0
12,-0.35353804506100267,0.041666666666666664
12,0,0.08333333333333333
12,0.35353804506100256,0.625
12,0.7070760901220053,1
13,-0.7070760901220053,0
13,-0.35353804506100267,0
13,0,0.08333333333333333
13,0.35353804506100256,0.5
13,0.7070760901220053,0.9166666666666666
14,-0.7070760901220053,0.041666666666666664
14,-0.35353804506100267,0.08333333333333333
14,0,0.4583333333333333
14,0.35353804506100256,0.7916666666666666
14,0.7070760901220053,1
15,-0.7070760901220053,0.041666666666666664
15,-0.35353804506100267,0.041666666666666664
15,0,0.375
15,0.35353804506100256,0.5833333333333334
15,0.7070760901220053,1
16,-0.7070760901220053,0.125
16,-0.35353804506100267,0.25
16,0,0.3333333333333333
16,0.35353804506100256,0.7916666666666666
16,0.7070760901220053,0.8333333333333334
17,-0.7070760901220053,0.041666666666666664
17,-0.35353804506100267,0.041666666666666664
17,0,0.3333333333333333
17,0.35353804506100256,0.7916666666666666
17,0.7070760901220053,0.9583333333333334
18,-0.7070760901220053,0.041666666666666664
18,-0.35353804506100267,0.041666666666666664
18,0,0.3333333333333333
18,0.35353804506100256,0.7916666666666666
18,0.7070760901220053,1
19,-0.7070760901220053,0
19,-0.35353804506100267,0.125
19,0,0.3333333333333333
19,0.35353804506100256,0.7916666666666666
19,0.7070760901220053,1
20,-0.7070760901220053,0
20,-0.35353804506100267,0.08333333333333333
20,0,0.16666666666666666
20,0.35353804506100256,0.5
20,0.7070760901220053,0.875
21,-0.7070760901220053,0.08333333333333333
21,-0.35353804506100267,0.2916666666666667
21,0,0.9166666666666666
21,0.35353804506100256,0.9583333333333334
21,0.7070760901220053,1
22,-0.7070760901220053,0
22,-0.35353804506100267,0.041666666666666664
22,0,0.5833333333333334
22,0.35353804506100256,0.7916666666666666
22,0.7070760901220053,1
23,-0.7070760901220053,0
23,-0.35353804506100267,0.2916666666666667
23,0,0.4583333333333333
23,0.35353804506100256,0.8333333333333334
23,0.7070760901220053,0.9166666666666666
24,-0.7070760901220053,0
24,-0.35353804506100267,0.041666666666666664
24,0,0.125
24,0.35353804506100256,0.4166666666666667
24,0.7070760901220053,0.875
26,-0.7070760901220053,0.125
26,-0.35353804506100267,0.125
26,0,0.25
26,0.35353804506100256,0.5416666666666666
26,0.7070760901220053,0.9583333333333334
27,-0.7070760901220053,0
27,-0.35353804506100267,0
27,0,0.16666666666666666
27,0.35353804506100256,0.7083333333333334
27,0.7070760901220053,0.6666666666666666
28,-0.7070760901220053,0.08333333333333333
28,-0.35353804506100267,0.20833333333333334
28,0,0.5833333333333334
28,0.35353804506100256,0.7916666666666666
28,0.7070760901220053,0.7916666666666666
29,-0.7070760901220053,0.16666666666666666
29,-0.35353804506100267,0.16666666666666666
29,0,0.5416666666666666
29,0.35353804506100256,0.75
29,0.7070760901220053,0.9166666666666666
30,-0.7070760901220053,0.041666666666666664
30,-0.35353804506100267,0.08333333333333333
30,0,0.6666666666666666
30,0.35353804506100256,0.875
30,0.7070760901220053,0.9583333333333334
31,-0.7070760901220053,0
31,-0.35353804506100267,0
31,0,0.125
31,0.35353804506100256,0.7083333333333334
31,0.7070760901220053,0.9583333333333334
32,-0.7070760901220053,0
32,-0.35353804506100267,0
32,0,0.625
32,0.35353804506100256,0.9166666666666666
32,0.7070760901220053,1
33,-0.7070760901220053,0
33,-0.35353804506100267,0.125
33,0,0.4166666666666667
33,0.35353804506100256,0.75
33,0.7070760901220053,0.9583333333333334
34,-0.7070760901220053,0
34,-0.35353804506100267,0.041666666666666664
34,0,0.08333333333333333
34,0.35353804506100256,0.5
34,0.7070760901220053,0.8333333333333334
35,-0.7070760901220053,0
35,-0.35353804506100267,0.08333333333333333
35,0,0.08333333333333333
35,0.35353804506100256,0.625
35,0.7070760901220053,0.9166666666666666
